asv	origin	relative_abundance
ASV 3683 Microgenomatia	Modern marine	2.253305599314194e-6
ASV 3684 Parcubacteria	Modern marine	2.253305599314194e-6
ASV 3685 Euryarchaeota	Modern marine	7.511018664380647e-7
ASV 3686 Burkholderiaceae	Old saline	6.457338873251765e-6
ASV 3687 Syntrophaceae	Old saline	4.3048925821678434e-6
ASV 3688 Thiobacillus	Old saline	7.174820970279739e-6
ASV 3689 Burkholderiaceae	Old saline	7.174820970279739e-6
ASV 3690 Candidatus Falkowbacteria	Old saline	6.457338873251765e-6
ASV 3691 Limibacillus	Old saline	6.457338873251765e-6
ASV 3692 WWE3	Modern marine	4.005876621003011e-6
ASV 3693 Bacteria	Modern marine	2.253305599314194e-6
ASV 3694 LD1-PA32	Modern marine	2.5036728881268823e-6
ASV 3695 Sulfurimonas	Modern marine	2.253305599314194e-6
ASV 3696 Omnitrophicaeota	Modern marine	2.253305599314194e-6
ASV 3697 SEEP-SRB1	Modern marine	2.253305599314194e-6
ASV 3698 Dehalococcoidia	Modern marine	1.2518364440634412e-6
ASV 3699 BHI80-139	Modern marine	2.253305599314194e-6
ASV 3700 Parcubacteria	Modern marine	2.253305599314194e-6
ASV 3701 Desulfovibrio	Modern marine	2.253305599314194e-6
ASV 3702 mle1-8	Modern marine	3.0044074657522587e-6
ASV 3703 Sphaerochaeta	Modern marine	2.7540401769395707e-6
ASV 3704 Sulfurimonas	Modern marine	2.253305599314194e-6
ASV 3705 Sulfurimonas	Modern marine	2.5036728881268823e-6
ASV 3706 CCM11a	Modern marine	2.253305599314194e-6
ASV 3707 Aquincola	Old saline	8.609785164335687e-6
ASV 3708 WCHB1-41	Old saline	6.457338873251765e-6
ASV 3709 Latescibacteria	Old saline	6.457338873251765e-6
ASV 3710 Aquincola	Old saline	6.457338873251765e-6
ASV 3711 Latescibacteria	Old saline	7.174820970279739e-6
ASV 3712 Paraherbaspirillum	Modern marine	2.253305599314194e-6
ASV 3713 Paraherbaspirillum	Modern marine	2.5036728881268823e-6
ASV 3714 Candidatus Peregrinibacteria	Modern marine	1.2518364440634412e-6
ASV 3715 Bacteria	Modern marine	2.5036728881268823e-6
ASV 3716 Deltaproteobacteria	Modern marine	2.5036728881268823e-6
ASV 3717 Candidatus Falkowbacteria	Modern marine	2.253305599314194e-6
ASV 3718 Paraherbaspirillum	Modern marine	2.5036728881268823e-6
ASV 3719 Candidatus Falkowbacteria	Modern marine	2.5036728881268823e-6
ASV 3720 Candidatus Komeilibacteria	Modern marine	2.253305599314194e-6
ASV 3721 Candidatus Falkowbacteria	Modern marine	3.2547747545649467e-6
ASV 3722 Candidatus Falkowbacteria	Modern marine	2.253305599314194e-6
ASV 3723 ABY1	Modern marine	2.253305599314194e-6
ASV 3724 WS2	Modern marine	2.253305599314194e-6
ASV 3725 Candidatus Falkowbacteria	Modern marine	2.0029383105015055e-6
ASV 3726 Patescibacteria	Modern marine	2.5036728881268823e-6
ASV 3727 Bacteroidia	Modern marine	2.253305599314194e-6
ASV 3728 Candidatus Falkowbacteria	Modern marine	2.7540401769395703e-6
ASV 3729 Candidatus Falkowbacteria	Modern marine	2.253305599314194e-6
ASV 3730 vadinBA26	Modern marine	2.253305599314194e-6
ASV 3731 Candidatus Endomicrobium	Modern marine	2.5036728881268823e-6
ASV 3732 Parcubacteria	Modern marine	3.505142043377635e-6
ASV 3733 SEEP-SRB1	Modern marine	2.0029383105015055e-6
ASV 3734 MSBL5	Modern marine	2.253305599314194e-6
ASV 3735 Desulfobaculum	Modern marine	2.253305599314194e-6
ASV 3736 Bacteroidetes vadinHA17	Modern marine	2.5036728881268823e-6
ASV 3737 Patescibacteria	Modern marine	1.7525710216888175e-6
ASV 3738 Rhodocyclaceae	Modern marine	2.253305599314194e-6
ASV 3739 Desulfatirhabdium	Modern marine	2.253305599314194e-6
ASV 3740 Thiobacillus	Modern marine	2.5036728881268823e-6
ASV 3741 Lentimicrobiaceae	Modern marine	2.253305599314194e-6
ASV 3742 Betaproteobacteriales	Modern marine	2.253305599314194e-6
ASV 3743 Actinomarinales	Modern marine	2.253305599314194e-6
ASV 3744 Betaproteobacteriales	Modern marine	2.253305599314194e-6
ASV 3745 LD1-PB3	Modern marine	2.5036728881268823e-6
ASV 3746 Betaproteobacteriales	Modern marine	2.5036728881268823e-6
ASV 3747 Campylobacterales	Modern marine	2.253305599314194e-6
ASV 3748 Dehalococcoidia	Modern marine	2.5036728881268823e-6
ASV 3749 Ferritrophicum	Modern marine	2.253305599314194e-6
ASV 3750 Burkholderiaceae	Modern marine	2.253305599314194e-6
ASV 3751 Patescibacteria	Modern marine	2.253305599314194e-6
ASV 3752 Omnitrophicaeota	Modern marine	2.253305599314194e-6
ASV 3753 Sideroxydans	Modern marine	2.253305599314194e-6
ASV 3754 Ardenticatenales	Modern marine	2.253305599314194e-6
ASV 3755 GWA2-38-13b	Modern marine	2.253305599314194e-6
ASV 3756 Parcubacteria	Modern marine	2.253305599314194e-6
ASV 3757 Candidatus Portnoybacteria	Modern marine	2.253305599314194e-6
ASV 3758 SM23-31	Modern marine	3.0044074657522587e-6
ASV 3759 MSBL5	Modern marine	2.253305599314194e-6
ASV 3760 Candidatus Beckwithbacteria	Modern marine	2.5036728881268823e-6
ASV 3761 Omnitrophicaeota	Modern marine	2.7540401769395703e-6
ASV 3762 Omnitrophicaeota	Modern marine	2.253305599314194e-6
ASV 3763 Candidatus Latescibacter	Modern marine	2.7540401769395703e-6
ASV 3764 Babeliales	Modern marine	2.253305599314194e-6
ASV 3765 Lineage IIc	Modern marine	2.253305599314194e-6
ASV 3766 Noviherbaspirillum	Modern marine	1.5022037328761294e-6
ASV 3767 Devosia	Modern marine	2.5036728881268823e-6
ASV 3768 Desulfomicrobium	Modern marine	2.5036728881268823e-6
ASV 3769 Burkholderiaceae	Modern marine	2.5036728881268823e-6
ASV 3770 Extensimonas	Modern marine	2.253305599314194e-6
ASV 3771 Aquincola	Modern marine	2.253305599314194e-6
ASV 3772 Acholeplasma	Old saline	6.457338873251765e-6
ASV 3773 Flavobacteriaceae	Old saline	8.609785164335687e-6
ASV 3774 Candidatus Woesebacteria	Old saline	6.457338873251765e-6
ASV 3775 Parcubacteria	Old saline	6.457338873251765e-6
ASV 3776 SM1A02	Old saline	6.457338873251765e-6
ASV 3777 Nanoarchaeaeota	Old saline	6.457338873251765e-6
ASV 3778 Dyadobacter	Old saline	7.174820970279739e-6
ASV 3779 Neochlamydia	Old saline	7.174820970279739e-6
ASV 3780 Iainarchaeales	Old saline	7.174820970279739e-6
ASV 3781 Omnitrophicaeota	Old saline	6.457338873251765e-6
ASV 3782 Bacteria	Old saline	7.174820970279739e-6
ASV 3783 Aquimixticola	Old saline	6.457338873251765e-6
ASV 3784 Azotobacter	Old saline	6.457338873251765e-6
ASV 3785 Thermomarinilinea	Old saline	6.457338873251765e-6
ASV 3786 Candidatus Uhrbacteria	Modern marine	2.253305599314194e-6
ASV 3787 Candidatus Colwellbacteria	Modern marine	2.253305599314194e-6
ASV 3788 Candidatus Kerfeldbacteria	Modern marine	2.253305599314194e-6
ASV 3789 MD2902-B12	Modern marine	4.005876621003011e-6
ASV 3790 Deltaproteobacteria	Modern marine	2.253305599314194e-6
ASV 3791 Parcubacteria	Modern marine	2.253305599314194e-6
ASV 3792 DG-56	Modern marine	2.5036728881268823e-6
ASV 3793 Rhodobacteraceae	Modern marine	2.253305599314194e-6
ASV 3794 Obscuribacterales	Modern marine	2.253305599314194e-6
ASV 3795 661239	Modern marine	2.253305599314194e-6
ASV 3796 MSBL5	Modern marine	2.5036728881268823e-6
ASV 3797 Dehalococcoidia	Modern marine	2.5036728881268823e-6
ASV 3798 Omnitrophicaeota	Modern marine	2.253305599314194e-6
ASV 3799 SBR1031	Meteoric	1.8631827633236198e-4
ASV 3800 MD2902-B12	Meteoric	1.2669642790600616e-4
ASV 3801 WOR-1	Meteoric	9.688550369282824e-5
ASV 3802 Archaea	Meteoric	1.0433823474612272e-4
ASV 3803 GIF3	Modern marine	2.253305599314194e-6
ASV 3804 AB-539-J10	Modern marine	2.0029383105015055e-6
ASV 3805 vadinHA49	Modern marine	2.0029383105015055e-6
ASV 3806 Sulfurimonas	Modern marine	2.0029383105015055e-6
ASV 3807 IheB3-7	Modern marine	2.0029383105015055e-6
ASV 3808 Candidatus Staskawiczbacteria	Modern marine	2.0029383105015055e-6
ASV 3809 Omnitrophicaeota	Modern marine	2.0029383105015055e-6
ASV 3810 WWE3	Modern marine	2.253305599314194e-6
ASV 3811 SPG12-343-353-B75	Modern marine	2.0029383105015055e-6
ASV 3812 Victivallales	Modern marine	2.253305599314194e-6
ASV 3813 Archaea	Modern marine	1.5022037328761294e-6
ASV 3814 Candidatus Falkowbacteria	Modern marine	2.0029383105015055e-6
ASV 3815 Woesearchaeia	Modern marine	2.0029383105015055e-6
ASV 3816 Woesearchaeia	Modern marine	2.0029383105015055e-6
ASV 3817 Bacteria	Modern marine	1.5022037328761291e-6
ASV 3818 Lineage IIc	Modern marine	2.0029383105015055e-6
ASV 3819 Bacteria	Modern marine	2.0029383105015055e-6
ASV 3820 Candidatus Falkowbacteria	Modern marine	2.7540401769395703e-6
ASV 3821 Candidatus Levybacteria	Modern marine	2.0029383105015055e-6
ASV 3822 Woesearchaeia	Modern marine	2.0029383105015055e-6
ASV 3823 Omnitrophicaeota	Modern marine	2.0029383105015055e-6
ASV 3824 Iainarchaeales	Modern marine	2.002938310501506e-6
ASV 3825 Parcubacteria	Modern marine	1.5022037328761294e-6
ASV 3826 Candidatus Azambacteria	Modern marine	2.0029383105015055e-6
ASV 3827 Candidatus Azambacteria	Modern marine	3.0044074657522583e-6
ASV 3828 Syntrophus	Modern marine	2.253305599314194e-6
ASV 3829 Archaea	Modern marine	2.0029383105015055e-6
ASV 3830 Candidatus Magasanikbacteria	Modern marine	2.0029383105015055e-6
ASV 3831 Lenti-02	Modern marine	2.5036728881268823e-6
ASV 3832 Archaea	Modern marine	2.0029383105015055e-6
ASV 3833 Candidatus Pacebacteria	Modern marine	1.0014691552507528e-6
ASV 3834 Actinobacteria	Modern marine	2.0029383105015055e-6
ASV 3835 Omnitrophicaeota	Modern marine	2.0029383105015055e-6
ASV 3836 Dehalococcoidia	Modern marine	1.7525710216888175e-6
ASV 3837 Desulfovibrio	Modern marine	2.253305599314194e-6
ASV 3838 Ga0077536	Modern marine	2.002938310501506e-6
ASV 3839 Pla1 lineage	Modern marine	2.0029383105015055e-6
ASV 3840 GIF3	Modern marine	2.0029383105015055e-6
ASV 3841 Ga0077536	Modern marine	2.0029383105015055e-6
ASV 3842 Desulfocarbo	Modern marine	2.253305599314194e-6
ASV 3843 Soehngenia	Modern marine	2.0029383105015055e-6
ASV 3844 WCHB1-41	Modern marine	2.002938310501506e-6
ASV 3845 Campylobacterales	Old saline	6.457338873251765e-6
ASV 3846 Sulfurimonas	Old saline	5.739856776223791e-6
ASV 3847 Omnitrophicaeota	Old saline	5.739856776223791e-6
ASV 3848 Bacteria	Old saline	6.457338873251765e-6
ASV 3849 Rheinheimera	Old saline	5.022374679195818e-6
ASV 3850 MSBL5	Modern marine	2.253305599314194e-6
ASV 3851 Napoli-4B-65	Modern marine	2.0029383105015055e-6
ASV 3852 SM1A02	Modern marine	3.2547747545649467e-6
ASV 3853 Gemmataceae	Modern marine	2.0029383105015055e-6
ASV 3854 Parcubacteria	Modern marine	7.511018664380647e-7
ASV 3855 Parcubacteria	Modern marine	2.0029383105015055e-6
ASV 3856 WWE3	Modern marine	2.0029383105015055e-6
ASV 3857 Oleiphilus	Modern marine	2.0029383105015055e-6
ASV 3858 Candidatus Yanofskybacteria	Modern marine	2.0029383105015055e-6
ASV 3859 Herminiimonas	Modern marine	2.253305599314194e-6
ASV 3860 Kiloniellaceae	Modern marine	2.0029383105015055e-6
ASV 3861 Sulfurimonas	Modern marine	2.253305599314194e-6
ASV 3862 Omnitrophicaeota	Modern marine	2.0029383105015055e-6
ASV 3863 Omnitrophicaeota	Modern marine	3.755509332190323e-6
ASV 3864 PHOS-HE36	Modern marine	3.0044074657522587e-6
ASV 3865 LCP-89	Modern marine	2.0029383105015055e-6
ASV 3866 WOR-1	Modern marine	2.5036728881268823e-6
ASV 3867 cvE6	Modern marine	2.7540401769395703e-6
ASV 3868 Campylobacterales	Old saline	6.457338873251765e-6
ASV 3869 Desulfarculaceae	Old saline	5.739856776223791e-6
ASV 3870 Campylobacterales	Old saline	5.739856776223791e-6
ASV 3871 Patescibacteria	Old saline	1.4349641940559477e-6
ASV 3872 Burkholderiaceae	Old saline	6.457338873251765e-6
ASV 3873 Candidatus Kerfeldbacteria	Old saline	5.739856776223791e-6
ASV 3874 Aquincola	Old saline	5.739856776223791e-6
ASV 3875 Candidatus Falkowbacteria	Old saline	5.739856776223791e-6
ASV 3876 Parcubacteria	Old saline	6.457338873251765e-6
ASV 3877 Desulfovibrio	Old saline	5.739856776223792e-6
ASV 3878 Paraherbaspirillum	Modern marine	2.0029383105015055e-6
ASV 3879 Hirschia	Modern marine	2.5036728881268823e-6
ASV 3880 JdFR-54	Modern marine	2.0029383105015055e-6
ASV 3881 Paraherbaspirillum	Modern marine	3.0044074657522587e-6
ASV 3882 Paraherbaspirillum	Modern marine	2.0029383105015055e-6
ASV 3883 MVP-15	Modern marine	2.0029383105015055e-6
ASV 3884 TA06	Modern marine	2.0029383105015055e-6
ASV 3885 Candidatus Falkowbacteria	Modern marine	2.5036728881268823e-6
ASV 3886 Candidatus Falkowbacteria	Modern marine	2.0029383105015055e-6
ASV 3887 Sva0485	Modern marine	2.253305599314194e-6
ASV 3888 Candidatus Kerfeldbacteria	Modern marine	2.002938310501506e-6
ASV 3889 Desantisbacteria	Modern marine	2.0029383105015055e-6
ASV 3890 Candidatus Falkowbacteria	Modern marine	2.0029383105015055e-6
ASV 3891 Candidatus Falkowbacteria	Modern marine	2.7540401769395703e-6
ASV 3892 Rhizobiaceae	Modern marine	2.0029383105015055e-6
ASV 3893 Candidatus Falkowbacteria	Modern marine	2.0029383105015055e-6
ASV 3894 Bacteria	Modern marine	2.0029383105015055e-6
ASV 3895 Actinobacteria	Modern marine	2.0029383105015055e-6
ASV 3896 SBR1031	Modern marine	2.0029383105015055e-6
ASV 3897 Sva0485	Modern marine	2.5036728881268823e-6
ASV 3898 Candidatus Nealsonbacteria	Modern marine	7.511018664380647e-7
ASV 3899 Campylobacterales	Modern marine	2.0029383105015055e-6
ASV 3900 Candidatus Falkowbacteria	Modern marine	2.5036728881268823e-6
ASV 3901 Campylobacterales	Modern marine	2.0029383105015055e-6
ASV 3902 Sulfurimonas	Modern marine	2.0029383105015055e-6
ASV 3903 Phenylobacterium	Modern marine	4.756978487441076e-6
ASV 3904 Burkholderiaceae	Modern marine	2.253305599314194e-6
ASV 3905 Campylobacterales	Modern marine	2.253305599314194e-6
ASV 3906 Betaproteobacteriales	Modern marine	1.5022037328761294e-6
ASV 3907 Bacteria	Modern marine	2.0029383105015055e-6
ASV 3908 Sulfurimonas	Modern marine	2.0029383105015055e-6
ASV 3909 Bacteria	Modern marine	2.0029383105015055e-6
ASV 3910 Thiofractor	Modern marine	2.0029383105015055e-6
ASV 3911 Rhizobiales	Modern marine	2.0029383105015055e-6
ASV 3912 Thiobacillus	Modern marine	1.7525710216888175e-6
ASV 3913 Bacteria	Modern marine	2.253305599314194e-6
ASV 3914 Candidatus Falkowbacteria	Modern marine	2.253305599314194e-6
ASV 3915 Obscuribacterales	Modern marine	2.0029383105015055e-6
ASV 3916 Paraherbaspirillum	Modern marine	2.0029383105015055e-6
ASV 3917 Betaproteobacteriales	Modern marine	2.253305599314194e-6
ASV 3918 Syntrophus	Modern marine	1.7525710216888175e-6
ASV 3919 Betaproteobacteriales	Modern marine	2.0029383105015055e-6
ASV 3920 Rhodocyclaceae	Modern marine	2.253305599314194e-6
ASV 3921 Sulfurisoma	Modern marine	2.0029383105015055e-6
ASV 3922 Betaproteobacteriales	Modern marine	2.253305599314194e-6
ASV 3923 Bacteria	Modern marine	2.253305599314194e-6
ASV 3924 Paraherbaspirillum	Modern marine	2.0029383105015055e-6
ASV 3925 Hydrogenedensaceae	Modern marine	2.0029383105015055e-6
ASV 3926 Parcubacteria	Modern marine	2.0029383105015055e-6
ASV 3927 Candidatus Portnoybacteria	Modern marine	2.0029383105015055e-6
ASV 3928 Desulfobaculum	Modern marine	2.0029383105015055e-6
ASV 3929 FW113	Modern marine	2.0029383105015055e-6
ASV 3930 Micrarchaeia	Modern marine	2.0029383105015055e-6
ASV 3931 mle1-8	Modern marine	2.253305599314194e-6
ASV 3932 Babeliales	Modern marine	2.7540401769395703e-6
ASV 3933 Dehalococcoidia	Modern marine	2.0029383105015055e-6
ASV 3934 Omnitrophicaeota	Modern marine	2.0029383105015055e-6
ASV 3935 Omnitrophicaeota	Modern marine	2.0029383105015055e-6
ASV 3936 Latescibacteria	Modern marine	2.002938310501506e-6
ASV 3937 Betaproteobacteriales	Modern marine	2.0029383105015055e-6
ASV 3938 Gammaproteobacteria	Modern marine	2.253305599314194e-6
ASV 3939 Burkholderiaceae	Modern marine	2.253305599314194e-6
ASV 3940 Betaproteobacteriales	Modern marine	2.0029383105015055e-6
ASV 3941 Burkholderiaceae	Modern marine	2.0029383105015055e-6
ASV 3942 Burkholderiaceae	Modern marine	3.505142043377635e-6
ASV 3943 Desulfovibrio	Modern marine	2.0029383105015055e-6
ASV 3944 Acetothermiia	Old saline	7.892303067307714e-6
ASV 3945 Spirochaetes	Old saline	5.739856776223791e-6
ASV 3946 Parcubacteria	Old saline	6.457338873251765e-6
ASV 3947 Halieaceae	Old saline	5.739856776223791e-6
ASV 3948 Candidatus Latescibacter	Old saline	5.739856776223791e-6
ASV 3949 Dehalococcoidia	Old saline	5.739856776223791e-6
ASV 3950 Sh765B-AG-111	Old saline	5.739856776223791e-6
ASV 3951 Bacteria	Old saline	5.739856776223791e-6
ASV 3952 Chloroflexi	Old saline	5.739856776223791e-6
ASV 3953 Dehalococcoidia	Old saline	6.457338873251765e-6
ASV 3954 Syntrophaceae	Old saline	5.739856776223791e-6
ASV 3955 Omnitrophicaeota	Old saline	6.457338873251765e-6
ASV 3956 Aquincola	Old saline	5.739856776223791e-6
ASV 3957 Pirellulaceae	Old saline	7.892303067307714e-6
ASV 3958 Bacteria	Old saline	6.457338873251765e-6
ASV 3959 Desulfatiglans	Modern marine	1.7525710216888175e-6
ASV 3960 Kazania	Modern marine	2.253305599314194e-6
ASV 3961 Gracilibacteria	Modern marine	2.0029383105015055e-6
ASV 3962 Desulfosporosinus	Modern marine	2.0029383105015055e-6
ASV 3963 Clostridiales	Modern marine	2.0029383105015055e-6
ASV 3964 Anaerolineae	Modern marine	2.0029383105015055e-6
ASV 3965 Candidatus Falkowbacteria	Modern marine	2.0029383105015055e-6
ASV 3966 Deltaproteobacteria	Modern marine	2.0029383105015055e-6
ASV 3967 WCHB1-41	Modern marine	2.0029383105015055e-6
ASV 3968 Desulfovibrionaceae	Modern marine	2.0029383105015055e-6
ASV 3969 Desulfocurvus	Modern marine	2.0029383105015055e-6
ASV 3970 Candidatus Paceibacter	Modern marine	2.0029383105015055e-6
ASV 3971 Omnitrophicaeota	Modern marine	6.0088149315045166e-6
ASV 3972 FW22	Modern marine	2.0029383105015055e-6
ASV 3973 Candidatus Falkowbacteria	Modern marine	1.7525710216888175e-6
ASV 3974 Bacteria	Modern marine	1.2518364440634412e-6
ASV 3975 Woesearchaeia	Modern marine	2.0029383105015055e-6
ASV 3976 Woesearchaeia	Modern marine	2.0029383105015055e-6
ASV 3977 Amphiplicatus	Modern marine	1.7525710216888175e-6
ASV 3978 Bacteria	Modern marine	3.0044074657522583e-6
ASV 3979 Candidatus Falkowbacteria	Modern marine	2.0029383105015055e-6
ASV 3980 SAR202 clade	Modern marine	2.5036728881268823e-6
ASV 3981 PS-B29	Meteoric	1.2669642790600616e-4
ASV 3982 BRC1	Modern marine	1.5022037328761294e-6
ASV 3983 Aenigmarchaeales	Modern marine	2.0029383105015055e-6
ASV 3984 Woesearchaeia	Modern marine	1.7525710216888175e-6
ASV 3985 Candidatus Latescibacter	Modern marine	1.7525710216888175e-6
ASV 3986 Parcubacteria	Modern marine	1.7525710216888175e-6
ASV 3987 Candidatus Peregrinibacteria	Modern marine	1.7525710216888175e-6
ASV 3988 SG8-4	Modern marine	2.0029383105015055e-6
ASV 3989 Candidatus Kerfeldbacteria	Modern marine	1.7525710216888175e-6
ASV 3990 Woesearchaeia	Modern marine	1.7525710216888175e-6
ASV 3991 Desulfobacteraceae	Modern marine	1.7525710216888175e-6
ASV 3992 Methyloversatilis	Modern marine	1.7525710216888175e-6
ASV 3993 GIF3	Modern marine	1.7525710216888175e-6
ASV 3994 Latescibacteria	Modern marine	1.7525710216888175e-6
ASV 3995 Candidatus Uhrbacteria	Modern marine	1.7525710216888175e-6
ASV 3996 Nanoarchaeaeota	Modern marine	7.511018664380647e-7
ASV 3997 Woesearchaeia	Modern marine	7.511018664380647e-7
ASV 3998 ABY1	Modern marine	2.0029383105015055e-6
ASV 3999 Desulfurivibrio	Modern marine	1.7525710216888175e-6
ASV 4000 Candidatus Uhrbacteria	Modern marine	1.7525710216888175e-6
ASV 4001 Omnitrophicaeota	Modern marine	2.0029383105015055e-6
ASV 4002 Candidatus Peregrinibacteria	Modern marine	7.511018664380647e-7
ASV 4003 Erysipelothrix	Modern marine	7.511018664380647e-7
ASV 4004 Candidatus Buchananbacteria	Modern marine	7.511018664380647e-7
ASV 4005 Candidatus Woesebacteria	Modern marine	7.511018664380647e-7
ASV 4006 UBA12411	Modern marine	1.7525710216888175e-6
ASV 4007 Desulfarculaceae	Modern marine	1.7525710216888175e-6
ASV 4008 Woesearchaeia	Modern marine	1.7525710216888175e-6
ASV 4009 Candidatus Kerfeldbacteria	Modern marine	1.7525710216888175e-6
ASV 4010 Bradymonadales	Modern marine	3.7555093321903235e-6
ASV 4011 Pir4 lineage	Modern marine	1.7525710216888175e-6
ASV 4012 Omnitrophicaeota	Modern marine	2.0029383105015055e-6
ASV 4013 Candidatus Abawacabacteria	Modern marine	1.7525710216888175e-6
ASV 4014 Altiarchaeia	Modern marine	2.002938310501506e-6
ASV 4015 WWE3	Modern marine	1.7525710216888175e-6
ASV 4016 Paraherbaspirillum	Old saline	5.022374679195818e-6
ASV 4017 Dehalococcoidia	Old saline	5.022374679195818e-6
ASV 4018 Paraherbaspirillum	Old saline	5.022374679195818e-6
ASV 4019 Candidatus Liptonbacteria	Modern marine	1.7525710216888175e-6
ASV 4020 Candidatus Woesebacteria	Modern marine	1.7525710216888175e-6
ASV 4021 Marinimicrobia (SAR406_clade)	Modern marine	1.7525710216888175e-6
ASV 4022 Saccharimonadales	Modern marine	2.253305599314194e-6
ASV 4023 Candidatus Liptonbacteria	Modern marine	2.0029383105015055e-6
ASV 4024 Woesearchaeia	Modern marine	1.7525710216888175e-6
ASV 4025 Thiofractor	Modern marine	1.0014691552507528e-6
