asv	origin	relative_abundance
ASV 38 Spirochaetes	Meteoric	1.4160189001259513e-4
ASV 38 Spirochaetes	Modern marine	8.034286297999164e-4
ASV 38 Spirochaetes	Old saline	1.5282368666695844e-4
ASV 39 Candidatus Azambacteria	Meteoric	0.0014085661690726567
ASV 39 Candidatus Azambacteria	Modern marine	6.644747845088745e-4
ASV 39 Candidatus Azambacteria	Old saline	5.381115727709804e-5
ASV 40 ABY1	Meteoric	3.72636552664724e-5
ASV 40 ABY1	Modern marine	6.952699610328352e-4
ASV 40 ABY1	Old saline	1.4421390150262277e-4
ASV 41 Sva0485	Meteoric	0.002094217425975749
ASV 41 Sva0485	Modern marine	2.646382242750114e-4
ASV 41 Sva0485	Old saline	1.3990900892045492e-4
ASV 42 Acetobacterium	Meteoric	1.1924369685271168e-4
ASV 42 Acetobacterium	Modern marine	5.558153811641678e-4
ASV 42 Acetobacterium	Old saline	1.93002684100525e-4
ASV 43 Thermodesulfovibrionia	Meteoric	1.3414915895930063e-4
ASV 43 Thermodesulfovibrionia	Modern marine	4.601750768377209e-4
ASV 43 Thermodesulfovibrionia	Old saline	5.043899142106657e-4
ASV 44 Candidatus Peregrinibacteria	Meteoric	5.440493668904969e-4
ASV 44 Candidatus Peregrinibacteria	Modern marine	5.172588186870138e-4
ASV 44 Candidatus Peregrinibacteria	Old saline	9.61426010017485e-5
ASV 45 Omnitrophicaeota	Meteoric	4.173529389844908e-4
ASV 45 Omnitrophicaeota	Modern marine	3.8756856308204136e-4
ASV 45 Omnitrophicaeota	Old saline	1.92285202003497e-4
ASV 46 Thermodesulfovibrionia	Meteoric	4.918802495174357e-4
ASV 46 Thermodesulfovibrionia	Modern marine	3.3949804363000524e-4
ASV 46 Thermodesulfovibrionia	Old saline	2.898627671993015e-4
ASV 47 Syntrophus	Meteoric	4.471638631976688e-5
ASV 47 Syntrophus	Modern marine	3.527675099370777e-4
ASV 47 Syntrophus	Old saline	1.513887224729025e-4
ASV 48 PS-B29	Meteoric	0.0011849842374738223
ASV 48 PS-B29	Modern marine	3.587763248685822e-4
ASV 48 PS-B29	Old saline	7.964051277010511e-5
ASV 49 Woesearchaeia	Meteoric	4.322584010910798e-4
ASV 49 Woesearchaeia	Modern marine	2.4911545236862477e-4
ASV 49 Woesearchaeia	Old saline	4.5918854209790335e-5
ASV 50 WS2	Meteoric	3.72636552664724e-5
ASV 50 WS2	Modern marine	1.787622442122594e-4
ASV 50 WS2	Old saline	2.726431968706301e-5
ASV 51 Omnitrophicaeota	Meteoric	4.1735293898449087e-4
ASV 51 Omnitrophicaeota	Modern marine	3.134598455934856e-4
ASV 51 Omnitrophicaeota	Old saline	2.367690920192314e-5
ASV 52 Candidatus Komeilibacteria	Meteoric	3.72636552664724e-5
ASV 52 Candidatus Komeilibacteria	Modern marine	2.6589006071907486e-4
ASV 52 Candidatus Komeilibacteria	Old saline	1.0762231455419609e-4
ASV 53 Candidatus Moranbacteria	Meteoric	1.3414915895930066e-4
ASV 53 Candidatus Moranbacteria	Modern marine	2.4936581965743745e-4
ASV 53 Candidatus Moranbacteria	Old saline	9.11202263225527e-5
ASV 54 Sva0485	Meteoric	0.004434374976710216
ASV 54 Sva0485	Modern marine	2.759047522715824e-4
ASV 54 Sva0485	Old saline	5.165871098601412e-5
ASV 55 Kazania	Meteoric	2.9065651107848474e-4
ASV 55 Kazania	Modern marine	2.531213289896278e-4
ASV 55 Kazania	Old saline	7.318317389685335e-5
ASV 56 Gaiellales	Meteoric	7.005567190096811e-4
ASV 56 Gaiellales	Modern marine	2.5337169627844046e-4
ASV 56 Gaiellales	Old saline	4.3048925821678434e-5
ASV 57 Thermoflexus	Meteoric	4.4716386319766877e-4
ASV 57 Thermoflexus	Modern marine	1.8326885541088776e-4
ASV 57 Thermoflexus	Old saline	2.1022225442919636e-4
ASV 58 Candidatus Uhrbacteria	Meteoric	2.235819315988344e-5
ASV 58 Candidatus Uhrbacteria	Modern marine	2.2282688704329252e-4
ASV 58 Candidatus Uhrbacteria	Old saline	3.515662275437072e-5
ASV 59 Aminicenantales	Meteoric	4.1735293898449087e-4
ASV 59 Aminicenantales	Modern marine	2.0880631886978197e-4
ASV 59 Aminicenantales	Old saline	7.318317389685335e-5
ASV 60 Omnitrophicaeota	Meteoric	3.3537289739825164e-4
ASV 60 Omnitrophicaeota	Modern marine	1.8552216101020197e-4
ASV 60 Omnitrophicaeota	Old saline	8.609785164335687e-5
ASV 61 Omnitrophicaeota	Meteoric	5.216911737306136e-5
ASV 61 Omnitrophicaeota	Modern marine	1.8577252829901465e-4
ASV 61 Omnitrophicaeota	Old saline	6.88782813146855e-5
ASV 62 Candidatus Levybacteria	Meteoric	0.05253430119467279
ASV 62 Candidatus Levybacteria	Modern marine	1.336961322259755e-4
ASV 62 Candidatus Levybacteria	Old saline	2.0017750507080474e-4
ASV 63 WOR-1	Meteoric	1.6396008317247856e-4
ASV 63 WOR-1	Modern marine	1.8727473203189078e-4
ASV 63 WOR-1	Old saline	4.520137211276236e-5
ASV 64 Bacteria	Meteoric	5.73860291103675e-4
ASV 64 Bacteria	Modern marine	1.4821743497711143e-4
ASV 64 Bacteria	Old saline	4.1613961627622484e-5
ASV 65 Candidatus Magasanikbacteria	Meteoric	8.570640711288652e-4
ASV 65 Candidatus Magasanikbacteria	Modern marine	1.3569907053647703e-4
ASV 65 Candidatus Magasanikbacteria	Old saline	1.7219570328671374e-5
ASV 66 Bacteroidetes vadinHA17	Meteoric	2.1612920054553994e-4
ASV 66 Bacteroidetes vadinHA17	Modern marine	1.4997000599880023e-4
ASV 66 Bacteroidetes vadinHA17	Old saline	4.520137211276236e-5
ASV 67 Candidatus Uhrbacteria	Meteoric	9.688550369282824e-5
ASV 67 Candidatus Uhrbacteria	Modern marine	1.6023506484012047e-4
ASV 67 Candidatus Uhrbacteria	Old saline	5.811604985926588e-5
ASV 68 Syntrophus	Meteoric	2.4594012475871784e-4
ASV 68 Syntrophus	Modern marine	1.4496266022254647e-4
ASV 68 Syntrophus	Old saline	3.515662275437072e-5
ASV 69 Syntrophaceae	Meteoric	0.0014979989417121904
ASV 69 Syntrophaceae	Modern marine	1.427093546232323e-4
ASV 69 Syntrophaceae	Old saline	4.95062646949302e-5
ASV 70 Candidatus Peregrinibacteria	Meteoric	1.490546210658896e-5
ASV 70 Candidatus Peregrinibacteria	Modern marine	1.4546339480017186e-4
ASV 70 Candidatus Peregrinibacteria	Old saline	3.443914065734275e-5
ASV 71 Candidatus Liptonbacteria	Meteoric	1.5650735211918408e-4
ASV 71 Candidatus Liptonbacteria	Modern marine	1.1266527996570969e-4
ASV 71 Candidatus Liptonbacteria	Old saline	1.406264910174829e-4
ASV 72 Syntrophus	Meteoric	0.006401895974779958
ASV 72 Syntrophus	Modern marine	1.4321008920085764e-4
ASV 72 Syntrophus	Old saline	2.4394391298951114e-5
ASV 73 Aenigmarchaeales	Meteoric	9.688550369282824e-5
ASV 73 Aenigmarchaeales	Modern marine	1.169215238755254e-4
ASV 73 Aenigmarchaeales	Old saline	5.7398567762237915e-5
ASV 74 Candidatus Kaiserbacteria	Meteoric	0.021441507240328218
ASV 74 Candidatus Kaiserbacteria	Modern marine	1.3119245933784863e-4
ASV 74 Candidatus Kaiserbacteria	Old saline	2.8699283881118955e-6
ASV 75 Candidatus Falkowbacteria	Meteoric	2.608455868653068e-4
ASV 75 Candidatus Falkowbacteria	Modern marine	1.2017629863009034e-4
ASV 75 Candidatus Falkowbacteria	Old saline	4.3048925821678434e-6
ASV 76 Sva0485	Meteoric	1.5650735211918408e-4
ASV 76 Sva0485	Modern marine	1.1767262574196346e-4
ASV 76 Sva0485	Old saline	2.008949871678327e-5
ASV 77 Candidatus Woesebacteria	Meteoric	1.9377100738565646e-4
ASV 77 Candidatus Woesebacteria	Modern marine	7.110431002280345e-5
ASV 77 Candidatus Woesebacteria	Old saline	2.7264319687063007e-5
ASV 78 Kazania	Meteoric	2.981092421317792e-5
ASV 78 Kazania	Modern marine	1.061557304565798e-4
ASV 78 Kazania	Old saline	1.4349641940559477e-6
ASV 79 Thermodesulfovibrionia	Meteoric	0.0028991123797315528
ASV 79 Thermodesulfovibrionia	Modern marine	1.0515426130132905e-4
ASV 79 Thermodesulfovibrionia	Old saline	1.291467774650353e-5
ASV 80 Dehalococcoidia	Meteoric	2.2358193159883438e-4
ASV 80 Dehalococcoidia	Modern marine	9.363736601594539e-5
ASV 80 Dehalococcoidia	Old saline	6.88782813146855e-5
ASV 81 Aenigmarchaeales	Meteoric	0.004620693253042578
ASV 81 Aenigmarchaeales	Modern marine	8.837965295087894e-5
ASV 81 Aenigmarchaeales	Old saline	5.955101405332184e-5
ASV 82 TSAC18	Meteoric	6.558403326899142e-4
ASV 82 TSAC18	Modern marine	1.0139875196913872e-4
ASV 82 TSAC18	Old saline	1.0044749358391635e-5
ASV 83 GOUTA6	Meteoric	5.73860291103675e-4
ASV 83 GOUTA6	Modern marine	9.013222397256776e-5
ASV 83 GOUTA6	Old saline	2.7981801784090982e-5
ASV 84 WOR-1	Meteoric	7.080094500629755e-4
ASV 84 WOR-1	Modern marine	8.28715725969998e-5
ASV 84 WOR-1	Old saline	6.672583502360157e-5
ASV 85 Candidatus Falkowbacteria	Meteoric	0.002004784653336215
ASV 85 Candidatus Falkowbacteria	Modern marine	7.310724833330496e-5
ASV 85 Candidatus Falkowbacteria	Old saline	5.0941228888986146e-5
ASV 86 Candidatus Magasanikbacteria	Meteoric	4.0244747687790186e-4
ASV 86 Candidatus Magasanikbacteria	Modern marine	6.484512780248625e-5
ASV 86 Candidatus Magasanikbacteria	Old saline	5.022374679195818e-6
ASV 87 Syntrophus	Meteoric	0.0019675209980697427
ASV 87 Syntrophus	Modern marine	8.837965295087894e-5
ASV 87 Syntrophus	Old saline	1.1479713552447582e-5
ASV 88 UBA9983	Meteoric	1.788655452790675e-4
ASV 88 UBA9983	Modern marine	8.06182669976856e-5
ASV 88 UBA9983	Old saline	3.228669436625882e-5
ASV 89 Woesearchaeia	Meteoric	1.490546210658896e-5
ASV 89 Woesearchaeia	Modern marine	8.437377632987593e-5
ASV 89 Woesearchaeia	Old saline	4.3048925821678434e-6
ASV 90 Subgroup 6	Meteoric	7.45273105329448e-5
ASV 90 Subgroup 6	Modern marine	7.811459410955873e-5
ASV 90 Subgroup 6	Old saline	1.0044749358391635e-5
ASV 91 ADurb.Bin180	Meteoric	6.558403326899142e-4
ASV 91 ADurb.Bin180	Modern marine	8.537524548512668e-5
ASV 91 ADurb.Bin180	Old saline	5.022374679195818e-6
ASV 92 Candidatus Magasanikbacteria	Meteoric	2.235819315988344e-5
ASV 92 Candidatus Magasanikbacteria	Modern marine	7.335761562211765e-5
ASV 92 Candidatus Magasanikbacteria	Old saline	2.7981801784090982e-5
ASV 93 WOR-1	Meteoric	3.2046743529166264e-4
ASV 93 WOR-1	Modern marine	7.385835019974302e-5
ASV 93 WOR-1	Old saline	9.32726726136366e-6
ASV 94 Syntrophaceae	Meteoric	5.58954828997086e-4
ASV 94 Syntrophaceae	Modern marine	5.783484371573098e-5
ASV 94 Syntrophaceae	Old saline	7.246569179982537e-5
ASV 95 Candidatus Liptonbacteria	Meteoric	0.0023550630128410556
ASV 95 Candidatus Liptonbacteria	Modern marine	6.985247357874e-5
ASV 95 Candidatus Liptonbacteria	Old saline	1.291467774650353e-5
ASV 96 Woesearchaeia	Meteoric	4.471638631976688e-5
ASV 96 Woesearchaeia	Modern marine	6.334292406961011e-5
ASV 96 Woesearchaeia	Old saline	2.1524462910839217e-6
ASV 97 Woesearchaeia	Meteoric	5.216911737306136e-5
ASV 97 Woesearchaeia	Modern marine	4.6818683007972694e-5
ASV 97 Woesearchaeia	Old saline	6.457338873251764e-5
ASV 98 RBG-16-55-12	Meteoric	1.490546210658896e-5
ASV 98 RBG-16-55-12	Modern marine	3.655362416665248e-5
ASV 98 RBG-16-55-12	Old saline	1.7219570328671374e-5
ASV 99 Actinobacteria	Meteoric	6.632930637432088e-4
ASV 99 Actinobacteria	Modern marine	7.335761562211765e-5
ASV 99 Actinobacteria	Old saline	6.457338873251765e-6
ASV 100 Desulfobacca	Meteoric	2.0867646949224543e-4
ASV 100 Desulfobacca	Modern marine	9.063295855019313e-5
ASV 100 Desulfobacca	Old saline	1.2197195649475557e-5
ASV 101 Candidatus Magasanikbacteria	Meteoric	5.962184842635584e-5
ASV 101 Candidatus Magasanikbacteria	Modern marine	6.709843340180044e-5
ASV 101 Candidatus Magasanikbacteria	Old saline	1.4349641940559477e-6
ASV 102 WWE3	Meteoric	3.72636552664724e-5
ASV 102 WWE3	Modern marine	5.207639607303915e-5
ASV 102 WWE3	Old saline	8.609785164335687e-6
ASV 103 Woesearchaeia	Meteoric	1.490546210658896e-5
ASV 103 Woesearchaeia	Modern marine	5.583190540522947e-5
ASV 103 Woesearchaeia	Old saline	1.4349641940559479e-5
ASV 104 Sulfuricurvum	Meteoric	0.026993791875032605
ASV 104 Sulfuricurvum	Modern marine	5.357859980591528e-5
ASV 104 Sulfuricurvum	Old saline	9.32726726136366e-6
ASV 105 KD4-96	Meteoric	0.003495330863995111
ASV 105 KD4-96	Modern marine	5.432970167235334e-5
ASV 105 KD4-96	Old saline	2.2241945007867192e-5
ASV 106 Thermodesulfovibrionia	Meteoric	3.5027835950484054e-4
ASV 106 Thermodesulfovibrionia	Modern marine	5.332823251710259e-5
ASV 106 Thermodesulfovibrionia	Old saline	7.892303067307714e-6
ASV 107 Bacteria	Meteoric	0.001088098733780994
ASV 107 Bacteria	Modern marine	3.730472603309054e-5
ASV 107 Bacteria	Old saline	4.807130050087425e-5
ASV 108 Candidatus Magasanikbacteria	Meteoric	3.72636552664724e-5
ASV 108 Candidatus Magasanikbacteria	Modern marine	4.731941758559807e-5
ASV 108 Candidatus Magasanikbacteria	Old saline	2.582935549300706e-5
ASV 109 Parcubacteria	Meteoric	1.490546210658896e-5
ASV 109 Parcubacteria	Modern marine	3.8306195188341295e-5
ASV 109 Parcubacteria	Old saline	4.878878259790223e-5
ASV 110 Candidatus Azambacteria	Meteoric	1.3414915895930063e-4
ASV 110 Candidatus Azambacteria	Modern marine	5.0574192340163017e-5
ASV 110 Candidatus Azambacteria	Old saline	1.7219570328671374e-5
ASV 111 Syntrophorhabdus	Meteoric	2.3103466265212886e-4
ASV 111 Syntrophorhabdus	Modern marine	4.957272318491227e-5
ASV 111 Syntrophorhabdus	Old saline	7.892303067307714e-6
ASV 112 Sva0485	Meteoric	8.943277263953375e-5
ASV 112 Sva0485	Modern marine	3.2547747545649465e-5
ASV 112 Sva0485	Old saline	4.663633630681831e-5
ASV 113 Dehalococcoidales	Meteoric	9.763077679815768e-4
ASV 113 Dehalococcoidales	Modern marine	2.904260550227183e-5
ASV 113 Dehalococcoidales	Old saline	2.7264319687063007e-5
ASV 114 Bacteria	Meteoric	3.204674352916626e-4
ASV 114 Bacteria	Modern marine	3.379958398971291e-5
ASV 114 Bacteria	Old saline	3.5874104851398697e-6
ASV 115 RBG-13-46-9	Meteoric	2.832037800251902e-4
ASV 115 RBG-13-46-9	Modern marine	3.079517652396065e-5
ASV 115 RBG-13-46-9	Old saline	1.65020882316434e-5
ASV 116 Candidatus Yanofskybacteria	Meteoric	3.72636552664724e-5
ASV 116 Candidatus Yanofskybacteria	Modern marine	1.9278281238576993e-5
ASV 116 Candidatus Yanofskybacteria	Old saline	1.1479713552447584e-5
ASV 117 MSB-5B2	Meteoric	4.024474768779019e-4
ASV 117 MSB-5B2	Modern marine	9.013222397256776e-6
ASV 117 MSB-5B2	Old saline	3.515662275437072e-5
ASV 118 Syntrophaceae	Meteoric	4.918802495174357e-4
ASV 118 Syntrophaceae	Modern marine	2.8541870924646457e-5
ASV 118 Syntrophaceae	Old saline	2.2241945007867192e-5
ASV 119 WOR-1	Meteoric	4.471638631976688e-4
ASV 119 WOR-1	Modern marine	1.5272404617573982e-5
ASV 119 WOR-1	Old saline	3.659158694842667e-5
ASV 120 Woesearchaeia	Meteoric	2.235819315988344e-5
ASV 120 Woesearchaeia	Modern marine	2.5787830747706885e-5
ASV 120 Woesearchaeia	Old saline	1.291467774650353e-5
ASV 121 SJA-15	Meteoric	3.279201663449571e-4
ASV 121 SJA-15	Modern marine	3.430031856733829e-5
ASV 121 SJA-15	Old saline	5.022374679195818e-6
ASV 122 Victivallales	Meteoric	1.3414915895930063e-4
ASV 122 Victivallales	Modern marine	3.2547747545649467e-6
ASV 122 Victivallales	Old saline	7.17482097027974e-5
ASV 123 Candidatus Woesebacteria	Meteoric	2.235819315988344e-5
ASV 123 Candidatus Woesebacteria	Modern marine	2.228268870432925e-5
ASV 123 Candidatus Woesebacteria	Old saline	7.174820970279739e-6
ASV 124 Desantisbacteria	Meteoric	4.471638631976688e-5
ASV 124 Desantisbacteria	Modern marine	2.078048497145312e-5
ASV 124 Desantisbacteria	Old saline	1.4349641940559477e-6
ASV 125 Dehalococcoidia	Meteoric	3.279201663449571e-4
ASV 125 Dehalococcoidia	Modern marine	2.75404017693957e-5
ASV 125 Dehalococcoidia	Old saline	8.609785164335687e-6
ASV 126 Zixibacteria	Meteoric	1.416018900125951e-4
ASV 126 Zixibacteria	Modern marine	2.0029383105015055e-5
ASV 126 Zixibacteria	Old saline	1.4349641940559477e-6
ASV 127 Subgroup 6	Meteoric	9.688550369282824e-5
ASV 127 Subgroup 6	Modern marine	2.002938310501506e-5
ASV 127 Subgroup 6	Old saline	5.022374679195818e-6
ASV 128 Candidatus Azambacteria	Meteoric	5.216911737306136e-5
ASV 128 Candidatus Azambacteria	Modern marine	1.0515426130132904e-5
ASV 128 Candidatus Azambacteria	Old saline	5.022374679195818e-6
ASV 129 Bacteria	Meteoric	6.260294084767363e-4
ASV 129 Bacteria	Modern marine	1.5022037328761292e-5
ASV 129 Bacteria	Old saline	3.5874104851398697e-6
ASV 130 Bacteria	Meteoric	4.471638631976688e-5
ASV 130 Bacteria	Modern marine	1.677460835045011e-5
ASV 130 Bacteria	Old saline	2.1524462910839217e-6
ASV 131 Omnitrophicaeota	Meteoric	0.002638266792866246
ASV 131 Omnitrophicaeota	Modern marine	1.677460835045011e-5
ASV 131 Omnitrophicaeota	Old saline	1.0762231455419609e-5
ASV 132 Candidatus Uhrbacteria	Meteoric	0.004248056700377854
ASV 132 Candidatus Uhrbacteria	Modern marine	1.5272404617573982e-5
ASV 132 Candidatus Uhrbacteria	Old saline	7.1748209702797385e-6
ASV 133 Dehalococcoidia	Meteoric	5.887657532102639e-4
ASV 133 Dehalococcoidia	Modern marine	1.001469155250753e-5
ASV 133 Dehalococcoidia	Old saline	1.0044749358391635e-5
ASV 134 Haliangium	Meteoric	4.2480567003778534e-4
ASV 134 Haliangium	Modern marine	4.506611198628388e-6
ASV 134 Haliangium	Old saline	2.2241945007867192e-5
ASV 135 Woesearchaeia	Meteoric	2.4594012475871784e-4
ASV 135 Woesearchaeia	Modern marine	6.509549509129893e-6
ASV 135 Woesearchaeia	Old saline	4.3048925821678434e-6
ASV 136 GIF3	Meteoric	2.533928558120123e-4
ASV 136 GIF3	Modern marine	4.756978487441076e-6
ASV 136 GIF3	Old saline	4.3048925821678434e-6
ASV 137 Candidatus Magasanikbacteria	Meteoric	8.719695332354542e-4
ASV 137 Candidatus Magasanikbacteria	Modern marine	4.2562439098156994e-6
ASV 137 Candidatus Magasanikbacteria	Old saline	1.4349641940559479e-5
ASV 138 Candidatus Kerfeldbacteria	Meteoric	1.1179096579941719e-4
ASV 138 Candidatus Kerfeldbacteria	Modern marine	4.2562439098156994e-6
ASV 138 Candidatus Kerfeldbacteria	Old saline	1.4349641940559477e-6
ASV 139 Sh765B-TzT-35	Meteoric	4.5461659425096324e-4
ASV 139 Sh765B-TzT-35	Modern marine	5.508080353879141e-6
ASV 139 Sh765B-TzT-35	Old saline	3.5874104851398697e-6
ASV 140 GWA2-38-13b	Meteoric	0.0034506144776753444
ASV 140 GWA2-38-13b	Modern marine	6.759916797942582e-6
ASV 140 GWA2-38-13b	Old saline	5.739856776223791e-6
ASV 141 Bacteria	Meteoric	4.769747874108467e-4
ASV 141 Bacteria	Modern marine	6.0088149315045166e-6
ASV 141 Bacteria	Old saline	2.8699283881118955e-6
ASV 142 Omnitrophicaeota	Meteoric	0.0018855409564835035
ASV 142 Omnitrophicaeota	Modern marine	6.759916797942582e-6
ASV 142 Omnitrophicaeota	Old saline	2.1524462910839217e-6
ASV 143 Dehalococcoidia	Meteoric	8.794222642887486e-4
ASV 143 Dehalococcoidia	Modern marine	1.5022037328761294e-6
ASV 143 Dehalococcoidia	Old saline	6.457338873251765e-6
ASV 144 GIF3	Meteoric	1.1924369685271168e-4
ASV 144 GIF3	Modern marine	3.2547747545649467e-6
